Gene name	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	GeneID
ANKRD12	0.926018404677072	3.28303469253715	2.46397313165948	1.33241497253099	0.182723864764056	1	NA	NA	NA	NA	NA	NA
Deptor	0.926018404677072	3.28303469253715	2.46397313165948	1.33241497253099	0.182723864764056	1	chr15	55112316	55259271	+	NA	ENSMUSG00000022419.15
Apc	0.92578749708377	3.2827011966488	2.43028109014324	1.35074959434232	0.176775659646097	1	chr18	34220923	34322189	+	NA	ENSMUSG00000005871.14
KIF1C	0.92578749708377	3.2827011966488	2.43028109014324	1.35074959434232	0.176775659646097	1	NA	NA	NA	NA	NA	NA
Kif1b	0.92578749708377	3.2827011966488	2.43028109014324	1.35074959434232	0.176775659646097	1	chr4	149176318	149307693	-	NA	ENSMUSG00000063077.14
Ahr	0.925325681897165	3.28208431592171	2.43121760680843	1.34997554588717	0.17702382706825	1	chr12	35497973	35535038	-	NA	ENSMUSG00000019256.17
INTS11	0.925094774303862	3.28179405734968	2.46584508208454	1.33090033968207	0.183221805471891	1	NA	NA	NA	NA	NA	NA
Sec16a	0.924391256742965	3.28077069322568	2.29565647247105	1.42912092143049	0.152969481240609	1	chr2	26409430	26445216	-	NA	ENSMUSG00000026924.17
Dym	0.924160349149663	3.28045650601063	2.26706011044154	1.44700905410563	0.147894387752033	1	chr18	75018771	75286966	+	NA	ENSMUSG00000035765.9
Adcy6	0.923929441556361	3.28015727180407	2.26746208184433	1.44662056228787	0.148003223975806	1	chr15	98589993	98607633	-	NA	ENSMUSG00000022994.8
Per1	0.923929441556361	3.28015727180407	2.26746208184433	1.44662056228787	0.148003223975806	1	chr11	69095216	69109960	+	NA	ENSMUSG00000020893.17
Rbfox2	0.923929441556361	3.28015727180407	2.26746208184433	1.44662056228787	0.148003223975806	1	chr15	77078989	77307053	-	NA	ENSMUSG00000033565.16
Rnaseh2b	0.923929441556361	3.28015727180407	2.26746208184433	1.44662056228787	0.148003223975806	1	chr14	62292588	62372992	+	NA	ENSMUSG00000021932.13
Ube3b	0.923929441556361	3.28015727180407	2.26746208184433	1.44662056228787	0.148003223975806	1	chr5	114380606	114421169	+	NA	ENSMUSG00000029577.13
Usp32	0.923929441556361	3.28015727180407	2.26746208184433	1.44662056228787	0.148003223975806	1	chr11	84984441	85140161	-	NA	ENSMUSG00000000804.14
Wars1	0.923929441556361	3.28015727180407	2.26746208184433	1.44662056228787	0.148003223975806	1	NA	NA	NA	NA	NA	NA
Zw10	0.923698533963058	3.27986722066851	2.29686668570037	1.42797457122263	0.153299177833041	1	chr9	49055580	49078772	+	NA	ENSMUSG00000032264.8
Mrps23	0.922995016402161	3.278959729937	2.4359658946755	1.34606142766781	0.178282706922979	1	KB469739.1	209811	88211507	+	NA	ENSMUSG00000023723.17
Pgs1	0.922995016402161	3.278959729937	2.4359658946755	1.34606142766781	0.178282706922979	1	chr11	117986291	118024011	+	NA	ENSMUSG00000017715.11
R3HDM1	0.922995016402161	3.278959729937	2.4359658946755	1.34606142766781	0.178282706922979	1	NA	NA	NA	NA	NA	NA
Slc15a4	0.922995016402161	3.278959729937	2.4359658946755	1.34606142766781	0.178282706922979	1	chr5	127595663	127632897	-	NA	ENSMUSG00000029416.17
Arap1	0.922764108808859	3.27864244650041	2.26949539878158	1.4446570141806	0.148554249672156	1	chr7	101348066	101412586	+	NA	ENSMUSG00000032812.17
CPED1	0.922764108808859	3.27864244650041	2.26949539878158	1.4446570141806	0.148554249672156	1	NA	NA	NA	NA	NA	NA
Ift172	0.922764108808859	3.27864244650041	2.26949539878158	1.4446570141806	0.148554249672156	1	chr5	31253276	31291116	-	NA	ENSMUSG00000038564.10
Itpr2	0.922764108808859	3.27864244650041	2.26949539878158	1.4446570141806	0.148554249672156	1	chr6	146108298	146502223	-	NA	ENSMUSG00000030287.15
OSBPL8	0.922764108808859	3.27864244650041	2.26949539878158	1.4446570141806	0.148554249672156	1	NA	NA	NA	NA	NA	NA
Ppp4r1	0.922764108808859	3.27864244650041	2.26949539878158	1.4446570141806	0.148554249672156	1	chr17	65782572	65841926	+	NA	ENSMUSG00000061950.17
Ubr2	0.922764108808859	3.27864244650041	2.26949539878158	1.4446570141806	0.148554249672156	1	chr17	46928291	47010532	-	NA	ENSMUSG00000023977.14
Alpl	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	chr4	137741732	137796384	-	NA	ENSMUSG00000028766.10
CNOT7	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	NA	NA	NA	NA	NA	NA
Camsap2	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	chr1	136268122	136346104	-	NA	ENSMUSG00000041570.14
KBTBD4	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	NA	NA	NA	NA	NA	NA
Kdm1b	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	chr13	47043498	47084613	+	NA	ENSMUSG00000038080.16
Pgap1	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	chr1	54472993	54557684	-	NA	ENSMUSG00000073678.4
Pitpnm2	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	chr5	124118689	124249760	-	NA	ENSMUSG00000029406.15
Rere	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	chr4	150281645	150621966	+	NA	ENSMUSG00000039852.16
Slc35e2a	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	NA	NA	NA	NA	NA	NA
Uap1l1	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	chr2	25359888	25365682	-	NA	ENSMUSG00000026956.15
Zfhx4	0.922533201215556	3.27834287023576	2.24933018493148	1.45747515958206	0.144985263398577	1	chr3	5218525	5415857	+	NA	ENSMUSG00000025255.18
Clec16a	0.922302293622254	3.2780427550961	2.27030354186111	1.44387862444547	0.148773120395568	1	chr16	10545338	10744878	+	NA	ENSMUSG00000068663.13
Hdc	0.922302293622254	3.2780427550961	2.27030354186111	1.44387862444547	0.148773120395568	1	chr2	126593666	126619299	-	NA	ENSMUSG00000027360.5
Lipg	0.922302293622254	3.2780427550961	2.27030354186111	1.44387862444547	0.148773120395568	1	chr18	74939321	74961263	-	NA	ENSMUSG00000053846.4
Mmachc	0.922302293622254	3.2780427550961	2.27030354186111	1.44387862444547	0.148773120395568	1	chr4	116702278	116708406	-	NA	ENSMUSG00000028690.4
SP140L	0.922302293622254	3.2780427550961	2.27030354186111	1.44387862444547	0.148773120395568	1	NA	NA	NA	NA	NA	NA
Eipr1	0.921136960874752	3.27652460151909	2.27234830471293	1.44191125749668	0.149327409982351	1	NA	NA	NA	NA	NA	NA
Camsap3	0.92090605328145	3.27622414161409	2.2727544902089	1.44152135909452	0.149437447557014	1	chr8	3587292	3609075	+	NA	ENSMUSG00000044433.16
Commd10	0.92090605328145	3.27622414161409	2.2727544902089	1.44152135909452	0.149437447557014	1	chr18	46958861	47087992	+	NA	ENSMUSG00000042705.8
Dennd5b	0.92090605328145	3.27622414161409	2.2727544902089	1.44152135909452	0.149437447557014	1	chr6	148988070	149101680	-	NA	ENSMUSG00000030313.15
Dnaaf9	0.92090605328145	3.27622414161409	2.2727544902089	1.44152135909452	0.149437447557014	1	NA	NA	NA	NA	NA	NA
Klhl24	0.92090605328145	3.27622414161409	2.2727544902089	1.44152135909452	0.149437447557014	1	chr16	20097553	20127744	+	NA	ENSMUSG00000062901.2
Plec	0.92090605328145	3.27622414161409	2.2727544902089	1.44152135909452	0.149437447557014	1	chr15	76170973	76232574	-	NA	ENSMUSG00000022565.15
Slc39a11	0.92090605328145	3.27622414161409	2.2727544902089	1.44152135909452	0.149437447557014	1	chr11	113244852	113650079	-	NA	ENSMUSG00000041654.15
Hccs	0.920675145688148	3.27584647002137	2.43224533753965	1.34684047676501	0.178031615362762	1	chrX	169250192	169320372	-	NA	ENSMUSG00000031352.10
ZBTB21	0.920675145688148	3.27584647002137	2.43224533753965	1.34684047676501	0.178031615362762	1	NA	NA	NA	NA	NA	NA
Zfp54	0.920675145688148	3.27584647002137	2.43224533753965	1.34684047676501	0.178031615362762	1	chr17	21423226	21435640	+	NA	ENSMUSG00000023882.15
Adgrl2	0.919740720533948	3.27458304680985	2.44265904156651	1.34058130548986	0.180056430234573	1	chr3	148815582	148990555	-	NA	ENSMUSG00000028184.12
Prdm2	0.919740720533948	3.27458304680985	2.44265904156651	1.34058130548986	0.180056430234573	1	chr4	143107390	143212995	-	NA	ENSMUSG00000057637.13
Fbxo34	0.919509812940646	3.27437696506264	2.30424507593886	1.42101940425261	0.155311118415108	1	chr14	47472560	47531962	+	NA	ENSMUSG00000037536.13
Naa15	0.919509812940646	3.27437696506264	2.30424507593886	1.42101940425261	0.155311118415108	1	chr3	51415147	51476507	+	NA	ENSMUSG00000063273.11
Nasp	0.919509812940646	3.27437696506264	2.30424507593886	1.42101940425261	0.155311118415108	1	chr4	116601051	116627941	-	NA	ENSMUSG00000028693.15
Tmf1	0.919509812940646	3.27437696506264	2.30424507593886	1.42101940425261	0.155311118415108	1	chr6	97152996	97179122	-	NA	ENSMUSG00000030059.15
Minpp1	0.919278905347343	3.27396122540638	2.44361490743504	1.33980244409415	0.180309580852906	1	chr19	32485768	32515370	+	NA	ENSMUSG00000024896.8
Vcam1	0.918113572599842	3.27235506794816	2.48018188861758	1.31940124349998	0.187035006273489	1	chr3	116109948	116129688	-	NA	ENSMUSG00000027962.14
Pck1	1050.37314830712	3.26594795580116	0.0749860546516127	43.5540710999511	0	0	chr2	173153047	173159273	+	NA	ENSMUSG00000027513.11
Mfsd2a	9.00982116324114	3.24125726706977	0.839752754270374	3.85977569062689	0.000113491153295888	0.00258071352376146	chr4	122946849	122961188	-	NA	ENSMUSG00000028655.11
RAPGEF1	3.568613463923	3.22717776130371	1.25678906237047	2.56779586800097	0.0102347406553024	0.116549728633246	NA	NA	NA	NA	NA	NA
BLOC1S1	3.56481110317294	3.22597870659465	2.43993255942122	1.32215896465593	0.186115222336725	0.683055204057834	NA	NA	NA	NA	NA	NA
Bloc1s1	3.56481110317294	3.22597870659465	2.43993255942122	1.32215896465593	0.186115222336725	0.683055204057834	chr10	128917881	128924035	-	NA	ENSMUSG00000090247.7
Immt	1.86653959448779	3.19310009733753	1.61118875647519	1.98182868674127	0.0474984176212011	1	chr6	71831330	71877388	+	NA	ENSMUSG00000052337.15
UBE2E1	1.86514335414698	3.19220060829948	1.58349793390682	2.01591712874779	0.0438086421808935	1	NA	NA	NA	NA	NA	NA
Dennd5b	1.86413347407853	3.19147906221601	1.55614385945131	2.05088947453825	0.0402777113935668	1	chr6	148988070	149101680	-	NA	ENSMUSG00000030313.15
Nsmaf	1.86506955998622	3.19147896620503	1.55596359301433	2.05112701899551	0.0402545787205338	1	chr4	6396206	6454271	-	NA	ENSMUSG00000028245.15
Rspry1	1.86413513483202	3.19092646931525	1.5621435934329	2.04265887126484	0.0410862189172804	1	chr8	94601954	94660275	+	NA	ENSMUSG00000050079.9
Tln1	1.86390422723872	3.19079225929761	1.55222438172952	2.05562565364575	0.0398186130997252	1	chr4	43531518	43562691	-	NA	ENSMUSG00000028465.16
Lgals4	1.86296814133103	3.19079221407613	1.55240378012408	2.05538807295425	0.0398415365803919	1	chr7	28833853	28841708	+	NA	ENSMUSG00000053964.17
STAG2	1.86281268865198	3.19079220656315	1.55243359809451	2.05534858977517	0.0398453472841818	1	NA	NA	NA	NA	NA	NA
Faf2	1.86164735590448	3.19007637817743	1.58394645720937	2.01400518537588	0.0440089890795196	1	chr13	54621783	54664068	+	NA	ENSMUSG00000025873.15
SRCAP	1.86164735590448	3.19007637817743	1.58394645720937	2.01400518537588	0.0440089890795196	1	NA	NA	NA	NA	NA	NA
Dtx3l	1.86141644831118	3.18996009016319	1.56256855989343	2.04148488075349	0.041202655174396	1	chr16	35926510	35939151	-	NA	ENSMUSG00000049502.16
Mrpl41	1.86118554071787	3.18983129946072	1.55653060308648	2.04932128744243	0.040430708415096	1	chr2	24974116	24975098	-	NA	ENSMUSG00000036850.4
AP2B1	1.85994475305612	3.18897867629356	1.56939372293444	2.03198128658934	0.0421555504487554	1	NA	NA	NA	NA	NA	NA
Cant1	1.85978930037707	3.18897860998897	1.56942453878223	2.03194134613405	0.0421595941684273	1	chr11	118406288	118419086	-	NA	ENSMUSG00000025575.14
Ddx3y	3.41842729956702	3.15786962055583	1.25228072204671	2.52169466874379	0.0116791033331196	0.128819167338639	chrY	1260770	1286629	-	NA	ENSMUSG00000069045.11
Hjv	3.42255468196316	3.15694175862639	1.29357046743919	2.44048688346759	0.0146674785843939	0.152766777672768	NA	NA	NA	NA	NA	NA
Lpin1	6.83794779847428	3.15693112279975	0.917874315409367	3.43939368364586	0.000583018730533749	0.0106904096908316	chr12	16535668	16589770	-	NA	ENSMUSG00000020593.14
Acot1	21.6013436760596	3.11238732960976	0.568027973009727	5.47928531251482	4.27047262240322e-08	1.75125877284535e-06	chr12	84009501	84017670	+	NA	ENSMUSG00000072949.5
Acot3	21.6013436760596	3.11238732960976	0.568027973009727	5.47928531251482	4.27047262240322e-08	1.75125877284535e-06	chr12	84052143	84059565	+	NA	ENSMUSG00000021228.14
Fgf21	9.95793794052449	3.1090893380264	0.788438187855497	3.94335204194375	8.03505714503376e-05	0.00188059532594498	chr7	45613885	45615490	-	NA	ENSMUSG00000030827.5
Tmem259	3.26466968205428	3.08372401694043	1.27247626210931	2.42340396340967	0.0153758181183427	0.157859861622985	chr10	79974947	79984330	-	NA	ENSMUSG00000013858.14
Plin4	3.26234981134026	3.082943941014	1.28690057780276	2.39563490310789	0.0165916074949365	0.167006712085396	chr17	56100590	56109803	-	NA	ENSMUSG00000002831.13
Ppara	3.26793809421047	3.08276412816336	1.27028819766057	2.42682261697838	0.0152317010637679	0.157132639596058	chr15	85734982	85802819	+	NA	ENSMUSG00000022383.13
Cyp4a10	72.9650699518864	3.07196773625575	0.322465414905153	9.52650298066635	1.62670716504292e-21	1.67248735240198e-19	chr4	115518263	115533649	+	NA	ENSMUSG00000066072.13
Kpna3	4.82129583379127	3.05787397907889	1.04736379481849	2.91959106683541	0.00350490972449411	0.0493807940933462	chr14	61365185	61439947	-	NA	ENSMUSG00000021929.8
Ipo11	1.71557611841015	3.05705147435337	1.68104107672388	1.81854656419886	0.068980636540484	1	chr13	106794438	106936958	-	NA	ENSMUSG00000042590.16
Mcl1	1.71347469975495	3.05612644132941	1.62881760348628	1.87628524813838	0.0606161215899665	1	chr3	95658787	95663176	+	NA	ENSMUSG00000038612.16
Trub2	1.71417987806934	3.0559557689347	1.62165877106947	1.88446288667703	0.0595023903917518	1	chr2	29761223	29788502	-	NA	ENSMUSG00000039826.13
HS6ST1	1.71230936700745	3.05536539144596	1.64478607023908	1.85760655852456	0.0632249064880232	1	NA	NA	NA	NA	NA	NA
Jup	1.7119230067351	3.05516788914773	1.61689872978421	1.88952334049731	0.0588217382841671	1	chr11	100368957	100397763	-	NA	ENSMUSG00000001552.14
Tln1	1.71278363772854	3.05499507943305	1.6032924667793	1.90545090352101	0.0567214836804909	1	chr4	43531518	43562691	-	NA	ENSMUSG00000028465.16
Macf1	1.71161664422754	3.05483860872218	1.59948796013222	1.9098853413499	0.0561479778483321	1	chr4	123349632	123684360	-	NA	ENSMUSG00000028649.17
Per1	1.71099937636189	3.05455415575742	1.61707091051417	1.88894261587217	0.0588995183159982	1	chr11	69095216	69109960	+	NA	ENSMUSG00000020893.17
Ankrd13a	1.71068221907334	3.05424520279663	1.6293537284684	1.87451328059233	0.0608597133214861	1	chr5	114774676	114806200	+	NA	ENSMUSG00000041870.16
LEMD2	1.71029585880099	3.05407637094063	1.60382003583741	1.90425128923271	0.0568774648533199	1	NA	NA	NA	NA	NA	NA
Vcl	1.71022040388674	3.05392037371599	1.59329388361696	1.91673388388541	0.0552717482541742	1	chr14	20929432	21033673	+	NA	ENSMUSG00000021823.9
Myadm	1.71115648979443	3.05392027485527	1.59306262868543	1.9170120620903	0.0552363992722577	1	JH792828.1	289099	3300442	+	NA	ENSMUSG00000068566.12
Cyb5a	1.71069467460783	3.05362155101826	1.60367216977143	1.9041432585648	0.0568915291603067	1	chr18	84851337	84880401	+	NA	ENSMUSG00000024646.13
Ipo11	1.71046376701453	3.0534690016583	1.62933041402621	1.87406371069508	0.0609216443503344	1	chr13	106794438	106936958	-	NA	ENSMUSG00000042590.16
Pop4	1.70882416354593	3.05300699403634	1.59999343009569	1.908137206447	0.0563734849589091	1	chr7	38261995	38271423	-	NA	ENSMUSG00000030423.7
Casp6	1.70859325595263	3.05286017452669	1.5935847254885	1.9157187727128	0.0554009016104441	1	chr3	129901424	129914103	+	NA	ENSMUSG00000027997.9
Slc45a3	1.70859325595263	3.05286017452669	1.5935847254885	1.9157187727128	0.0554009016104441	1	chr1	131962966	131982969	+	NA	ENSMUSG00000026435.15
Esyt2	1.70813144076603	3.05253291455855	1.62287765639762	1.88093840747947	0.0599802978253009	1	chr12	116281221	116373096	+	NA	ENSMUSG00000021171.7
CLCN3	1.70836400911282	3.05205980394764	1.62276697574179	1.88077515106721	0.0600025117556274	1	NA	NA	NA	NA	NA	NA
Cpeb2	1.70650595358542	3.050826491167	1.61783740295206	1.88574357695043	0.0593295175661194	1	chr5	43233169	43289724	+	NA	ENSMUSG00000039782.14
Noct	7.93243260232207	3.03801552389257	0.857559361822449	3.54263000223834	0.000396158104220528	0.00766161285761723	chr3	51224446	51251644	+	NA	ENSMUSG00000023087.15
Pmpcb	9.46973366248981	3.02260328092122	3.00596345714587	1.00553560414575	0.314639014221415	0.828106412635407	chr5	21737140	21757152	+	NA	ENSMUSG00000029017.13
Atg2a	0.771643519298676	3.02006791932037	2.89036252584795	1.04487512978476	0.296080685631157	1	KQ030494.1	58584	6262335	+	NA	ENSMUSG00000024773.14
Nipal1	0.771643519298676	3.02006791932037	2.89036252584795	1.04487512978476	0.296080685631157	1	chr5	72647794	72671078	+	NA	ENSMUSG00000067219.9
Myorg	0.771412611705374	3.01967327673767	2.86282332625351	1.05478855402839	0.291522040585295	1	NA	NA	NA	NA	NA	NA
RBM14	0.771412611705374	3.01967327673767	2.86282332625351	1.05478855402839	0.291522040585295	1	NA	NA	NA	NA	NA	NA
Kiaa0232	0.771181704112072	3.01929132021495	2.86364057788545	1.05435414749027	0.29172080675371	1	NA	NA	NA	NA	NA	NA
Pcf11	0.771181704112072	3.01929132021495	2.86364057788545	1.05435414749027	0.29172080675371	1	chr7	92643542	92669934	-	NA	ENSMUSG00000041328.16
Pkdcc	0.771181704112072	3.01929132021495	2.86364057788545	1.05435414749027	0.29172080675371	1	chr17	83215291	83225070	+	NA	ENSMUSG00000024247.14
Reps2	0.771181704112072	3.01929132021495	2.86364057788545	1.05435414749027	0.29172080675371	1	chrX	162411953	162643649	-	NA	ENSMUSG00000040855.15
Ctif	0.770950796518769	3.01891877723153	2.89280715495618	1.04359489434313	0.296672856102684	1	chr18	75431223	75697696	-	NA	ENSMUSG00000052928.8
Per1	0.770950796518769	3.01891877723153	2.89280715495618	1.04359489434313	0.296672856102684	1	chr11	69095216	69109960	+	NA	ENSMUSG00000020893.17
YLPM1	0.770247278957872	3.01774768523555	2.89529657597976	1.04229311438133	0.297275803744679	1	NA	NA	NA	NA	NA	NA
Anxa2	0.77001637136457	3.01731462828878	2.6714703228025	1.12945841192182	0.258704503880755	1	chr9	69453619	69491795	+	NA	ENSMUSG00000032231.14
Dock8	0.77001637136457	3.01731462828878	2.6714703228025	1.12945841192182	0.258704503880755	1	chr19	24999528	25202432	+	NA	ENSMUSG00000052085.6
Eepd1	0.77001637136457	3.01731462828878	2.6714703228025	1.12945841192182	0.258704503880755	1	chr9	25481546	25604110	+	NA	ENSMUSG00000036611.5
Lgalsl	0.77001637136457	3.01731462828878	2.6714703228025	1.12945841192182	0.258704503880755	1	chr11	20823575	20831056	-	NA	ENSMUSG00000042363.14
Mettl4	0.77001637136457	3.01731462828878	2.6714703228025	1.12945841192182	0.258704503880755	1	chr17	94727079	94749892	-	NA	ENSMUSG00000055660.8
SEC24B	0.77001637136457	3.01731462828878	2.6714703228025	1.12945841192182	0.258704503880755	1	NA	NA	NA	NA	NA	NA
Wdr7	0.77001637136457	3.01731462828878	2.6714703228025	1.12945841192182	0.258704503880755	1	chr18	63708694	63989760	+	NA	ENSMUSG00000040560.9
Abca3	0.769785463771267	3.01693638963634	2.65157236784145	1.13779145771244	0.255207572777178	1	chr17	24351949	24410201	+	NA	ENSMUSG00000024130.15
Amigo2	0.769785463771267	3.01693638963634	2.65157236784145	1.13779145771244	0.255207572777178	1	chr15	97244073	97247287	-	NA	ENSMUSG00000048218.5
Dapk2	0.769785463771267	3.01693638963634	2.65157236784145	1.13779145771244	0.255207572777178	1	chr9	66158222	66272242	+	NA	ENSMUSG00000032380.8
KCNK5	0.769785463771267	3.01693638963634	2.65157236784145	1.13779145771244	0.255207572777178	1	NA	NA	NA	NA	NA	NA
Prepl	0.769785463771267	3.01693638963634	2.65157236784145	1.13779145771244	0.255207572777178	1	chr17	85063476	85090267	-	NA	ENSMUSG00000024127.14
Rnf217	0.769785463771267	3.01693638963634	2.65157236784145	1.13779145771244	0.255207572777178	1	chr10	31493192	31609184	-	NA	ENSMUSG00000063760.9
Smad5	0.769785463771267	3.01693638963634	2.65157236784145	1.13779145771244	0.255207572777178	1	chr13	56703009	56742377	+	NA	ENSMUSG00000021540.16
Tnrc6c	0.769785463771267	3.01693638963634	2.65157236784145	1.13779145771244	0.255207572777178	1	chr11	117654288	117763439	+	NA	ENSMUSG00000025571.13
