GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000035620.14	8.18909752368639	-0.965436851748864	0.578825300770599	-1.66792441599143	0.0953307320970484	0.332531231417457	chr10	84917615	85016446	+	NA	Ric8b
ENSMUSG00000029729.12	41.3618746329422	0.404398892568026	0.243255056315193	1.66244804401531	0.0964229726132196	0.334491291995259	chr5	138085083	138107822	+	NA	Zkscan1
ENSMUSG00000079225.2	19.7276431797143	-0.595589920307047	0.359444558767122	-1.65697297616604	0.0975249387908508	0.336369920696193	chr9	81677597	81678677	+	NA	Gm9531
ENSMUSG00000043079.17	8.99351200597516	0.897407919985969	0.542271356069354	1.65490562970321	0.0979436421232855	0.337069935045315	chr18	60593972	60660142	-	NA	Synpo
ENSMUSG00000005397.7	9.80281111247756	0.855413254600889	0.51716496250742	1.65404332585392	0.0981187099542447	0.337337764946754	chr13	13437601	13512275	+	NA	Nid1
ENSMUSG00000100131.1	8.51300905915738	-0.932538981421169	0.564149208360433	-1.65300060267987	0.0983307409116152	0.33764728942083	chr1	24611534	24612410	-	NA	Gm28439
ENSMUSG00000021188.14	37.6168361348082	0.425309441047022	0.258576649785835	1.64480992927739	0.100009013899136	0.341939699053884	chr12	101834042	101913267	-	NA	Trip11
ENSMUSG00000075415.13	17.2512885628774	-0.62798169029673	0.38302304357449	-1.63954023349669	0.101100798652837	0.343505064178933	chr2	31026205	31142008	-	NA	Fnbp1
ENSMUSG00000040471.17	8.1823609441469	-0.965713155168645	0.590830630772036	-1.63450082793905	0.102153732540134	0.345896825946047	chr11	72435525	72438400	+	NA	Ggt6
ENSMUSG00000054027.7	16.9502646982205	0.638009324347839	0.390736592989582	1.63283740451934	0.10250319792254	0.346338924080874	chr10	86779004	86838389	+	NA	Nt5dc3
ENSMUSG00000020561.7	12.3940139183436	0.792199100754859	0.485326731025293	1.63230057219654	0.102616182769746	0.346338924080874	chr12	33429623	33439380	+	NA	Twistnb
ENSMUSG00000101523.1	20.0319542429845	0.581723211255788	0.357641219754794	1.62655527138239	0.103831585538065	0.348096992381254	chr1	156524011	156526664	+	NA	Gm10031
ENSMUSG00000100862.1	23.0099697649935	-0.535107336350961	0.329195347180539	-1.62550090982147	0.104055870132205	0.348096992381254	chr1	24613973	24614651	-	NA	Gm10925
ENSMUSG00000073147.3	11.6424713981094	-0.765626762928147	0.47034951608758	-1.62778261004012	0.103570989156063	0.348096992381254	chr5	23382307	23434269	-	NA	5031425E22Rik
ENSMUSG00000048249.14	22.3154662555175	0.545216592449207	0.33575297398507	1.62386228773495	0.104405202795654	0.348251585094349	chr17	26715649	26776635	+	NA	Crebrf
ENSMUSG00000070923.4	52.7822437982135	0.349140293337698	0.215855369631747	1.61747328284368	0.10577615824614	0.351304445146824	chr4	88718291	88722465	-	NA	Klhl9
ENSMUSG00000038591.3	21.6970030737332	-0.557182896422266	0.344820308528234	-1.61586450287815	0.106123611818766	0.352121290673648	chr15	54410773	54466358	+	NA	Colec10
ENSMUSG00000055044.12	9.17053555211545	-0.875840030544869	0.542719803923251	-1.6137978091338	0.106571289936354	0.352894757008359	chr19	40221172	40271842	-	NA	Pdlim1
ENSMUSG00000038174.14	28.5097037536041	0.48674932594682	0.303910748962017	1.60161931622778	0.109239816706893	0.358315453797504	chr1	58522805	58586323	-	NA	Fam126b
ENSMUSG00000060519.11	12.5620736468461	0.737490852658709	0.460352411248723	1.60201366309397	0.109152588171576	0.358315453797504	chr1	156653616	156674356	-	NA	Tor3a
ENSMUSG00000006134.3	19.5597362699646	0.575222653285269	0.358808182768342	1.60314809112548	0.108901962653923	0.358315453797504	chr16	17451986	17486255	+	NA	Crkl
ENSMUSG00000070056.6	25.9627456464914	-0.493987314300207	0.308211810209352	-1.6027527107565	0.108989261035552	0.358315453797504	chr8	35587797	35679449	+	NA	Mfhas1
ENSMUSG00000032000.17	8.51290610499683	-0.933706610667592	0.584465600176491	-1.59753903460809	0.110145603770076	0.359477157786969	chr9	7848698	7873186	-	NA	Birc3
ENSMUSG00000021281.15	12.3006881726555	-0.733358181984758	0.460147433502846	-1.59374610959385	0.110992912170201	0.36035040928257	chr12	111442468	111455018	+	NA	Tnfaip2
ENSMUSG00000042015.16	11.0894027659498	0.819620730199946	0.514870630968874	1.59189645107082	0.111407973117254	0.361190896022201	chr13	94976343	95023314	+	NA	Wdr41
ENSMUSG00000056383.10	13.2841767210098	-0.690875368699871	0.434574384639768	-1.58977471548987	0.111885595158474	0.361860572851265	chr7	41372922	41393379	-	NA	AI987944
ENSMUSG00000038506.13	10.9439729530115	0.787609149859274	0.497455781492526	1.58327469327263	0.11335886836148	0.364788417760645	chr8	13255962	13288131	-	NA	Dcun1d2
ENSMUSG00000062647.16	21.5142505747606	-0.537425334591821	0.339612425588897	-1.58246664167223	0.113543081754759	0.365042586290325	chr2	26910763	26913318	+	NA	Rpl7a
ENSMUSG00000035441.14	9.31621769037138	0.857702634297669	0.543222398786939	1.57891617910637	0.114355284456145	0.366858317444773	chr11	80482125	80780025	-	NA	Myo1d
ENSMUSG00000048109.10	13.7040132695618	0.694629941656692	0.440478727441977	1.57698862256224	0.11479814301058	0.367311812746017	chr3	107325420	107333673	-	NA	Rbm15
ENSMUSG00000078853.8	12.6314660600894	-0.71838100749088	0.456077622744273	-1.57512881945029	0.115226713069403	0.367898267499087	chr11	58199555	58207591	+	NA	Igtp
ENSMUSG00000060227.15	9.65028163972058	0.819800795842184	0.521397789725246	1.57231352337375	0.115877858286799	0.369127906700557	chr2	121866969	121936220	+	NA	Casc4
ENSMUSG00000031540.13	21.1805794217466	0.562823390470084	0.358110391297049	1.57164774926408	0.116032266148243	0.369280670888307	chr8	22859534	22943259	+	NA	Kat6a
ENSMUSG00000064337.1	459.69264641984	-0.126955802033434	0.0808124509124624	-1.57099309079185	0.116184253670276	0.369594842716357	chrM	69	1024	+	NA	mt-Rnr1
ENSMUSG00000051615.13	24.9912208450739	-0.50723505976621	0.324301302204233	-1.56408579403968	0.117797421667156	0.372946348098284	chr14	120478460	120507194	+	NA	Rap2a
ENSMUSG00000029104.15	17.9362353224586	0.590807615774505	0.378188303306797	1.5622048873765	0.118239729630566	0.374075350741846	chr5	34761739	34912534	+	NA	Htt
ENSMUSG00000024472.9	13.2206475184208	0.689339641140809	0.441473583738596	1.56145161688537	0.118417231176449	0.374466157658252	chr18	44380501	44424969	+	NA	Dcp2
ENSMUSG00000093402.1	8.51197799701323	0.902731469566381	0.580927600040329	1.55394832248237	0.120196743895574	0.378025842768582	chr3	68902266	68902758	-	NA	Gm18588
ENSMUSG00000008845.9	10.792277089778	0.755112726567599	0.49000238065304	1.54103889365035	0.123307320337784	0.383669310744668	chr6	124304655	124330527	+	NA	Cd163
ENSMUSG00000045409.16	15.2551887569762	-0.622936478872315	0.404512910113194	-1.53996686705994	0.12356842995193	0.384240223319352	chr17	36258872	36272247	-	NA	Trim39
ENSMUSG00000021959.15	13.5521556516088	0.667618363860136	0.434448768119106	1.53670216801514	0.124366259975379	0.385546519977293	chr14	57642076	57758388	-	NA	Lats2
ENSMUSG00000046096.7	17.9030196390242	-0.611125437699712	0.399649850820077	-1.5291521726974	0.126226724017637	0.389400182852097	chr7	120677617	120734854	+	NA	BC030336
ENSMUSG00000043991.4	9.98217168958054	0.784588587930647	0.514562024045426	1.52476970951394	0.127316547556423	0.390677667822408	chr18	36281096	36289723	+	NA	Pura
ENSMUSG00000024812.9	17.4482361079243	0.585652320770105	0.384580186996063	1.52283539447158	0.12779989237268	0.391468279594548	chr19	24094522	24225026	-	NA	Tjp2
ENSMUSG00000035401.9	13.2724305561342	-0.689913079937705	0.453478372073148	-1.52138034011117	0.12816441955528	0.391892791042102	chr7	98587136	98656783	-	NA	Emsy
ENSMUSG00000020621.5	13.9420685856277	-0.665440355309615	0.439407080578237	-1.51440517170076	0.129923108394818	0.39466135115729	chr12	10390779	10395562	+	NA	Rdh14
ENSMUSG00000035356.16	9.16976282227484	0.819371253014749	0.541539126390185	1.51304164941239	0.13026907976073	0.395366087217824	chr16	55811374	55838899	-	NA	Nfkbiz
ENSMUSG00000047123.8	10.4653017409205	0.786253950490376	0.519612735320592	1.51315373362678	0.130240613292566	0.395366087217824	chr17	56269318	56276786	-	NA	Ticam1
ENSMUSG00000041961.14	9.97369295503196	0.785703173057757	0.520981833264702	1.50812009726749	0.131523792446778	0.397435571426718	chr11	5276323	5444847	-	NA	Znrf3
ENSMUSG00000001016.12	9.33066510965508	-0.809491189370078	0.543524046451124	-1.48933831843422	0.136398302186152	0.407901506909907	chr3	90476125	90488379	+	NA	Ilf2
ENSMUSG00000032827.15	12.4452655396776	-0.685542081722098	0.461820820830951	-1.48443303289923	0.137694076781445	0.410537818955593	chr6	4902916	5165661	+	NA	Ppp1r9a
ENSMUSG00000055652.14	12.8091904300621	1.0438232904034	0.703532032999851	1.48368978446162	0.137891237633294	0.410949057860735	chr7	75848309	75874131	+	NA	Klhl25
ENSMUSG00000028944.14	12.7495056240522	0.683643921106623	0.467326570009666	1.4628826285064	0.14349949815147	0.421506993300126	chr5	24862743	25100642	-	NA	Prkag2
ENSMUSG00000022983.15	15.4078229777088	-0.586260166968064	0.401530514256468	-1.46006379628126	0.144272541419945	0.422510210783211	chr16	90228956	90284425	-	NA	Scaf4
ENSMUSG00000026917.15	19.1933706520688	-0.530037391503241	0.362808541091227	-1.46092864823148	0.144035023657119	0.422510210783211	chr2	27515156	27536535	+	NA	Wdr5
ENSMUSG00000021969.7	11.2943380941317	-0.695336987178301	0.477708516573659	-1.45556749158581	0.145512220140837	0.424364768111443	chr14	57832701	57890262	-	NA	Zdhhc20
ENSMUSG00000032035.15	14.208054412654	0.627169032064074	0.431476220702449	1.45354251746026	0.146073183679167	0.425464210061318	chr9	32636220	32757820	+	NA	Ets1
ENSMUSG00000034187.18	12.5848320180507	0.656011975102853	0.453993208163962	1.44498191450021	0.14846296568033	0.428030299994179	chr11	103821781	103954056	-	NA	Nsf
ENSMUSG00000034064.14	9.82658987237274	0.748490415651087	0.517887163295195	1.4452770192036	0.148380090196758	0.428030299994179	chr16	38525136	38550258	-	NA	Poglut1
ENSMUSG00000029428.13	10.629538196399	0.722597457010896	0.499526858280473	1.44656377336406	0.148019138553111	0.428030299994179	chr5	128984556	129008574	-	NA	Stx2
ENSMUSG00000047368.3	16.8163922845899	0.556487825626611	0.385237173242571	1.44453304166524	0.148589092284884	0.428119236824139	chr19	21653308	21685637	+	NA	Abhd17b
ENSMUSG00000054408.9	53.0285498083829	-0.305981864155456	0.213200608131399	-1.43518288637748	0.151234988998108	0.433045131518315	chr8	54520432	54529998	-	NA	Spcs3
ENSMUSG00000034591.5	24.613958852871	0.476582916424037	0.332611094526553	1.43285333612343	0.151899755210444	0.434589897587655	chr10	83230847	83337882	-	NA	Slc41a2
ENSMUSG00000026773.19	13.397481970278	0.640539487785983	0.447867688064761	1.43019803583902	0.152660189032976	0.435926389253112	chr2	11471432	11554077	-	NA	Pfkfb3
ENSMUSG00000067942.5	9.47584474382313	-0.744334947525122	0.523780395051728	-1.42108210722857	0.155292891033775	0.441566425406693	chr17	21008940	21028852	+	NA	Zfp160
ENSMUSG00000042429.8	14.5373985937012	0.608308575613055	0.429903364488608	1.4149891018803	0.157071691376106	0.44407636298591	chr1	134199222	134235431	-	NA	Adora1
ENSMUSG00000025915.14	11.7808395976691	0.673344665350914	0.476141895464703	1.41416806999045	0.157312560646296	0.444339700199787	chr1	9798106	9900845	+	NA	Sgk3
ENSMUSG00000074909.4	18.3672293065641	-0.520051663041498	0.368243328848519	-1.41225005940414	0.157876345461187	0.44490092802994	chr19	29808399	29812974	-	NA	Ranbp6
ENSMUSG00000057778.14	8.69096034931424	0.81928860208198	0.580433948076542	1.41151048245362	0.158094146951817	0.444995716612822	chr11	72777231	72796142	-	NA	Cyb5d2
ENSMUSG00000002265.16	18.0437609845089	-0.526815065661029	0.374366815546305	-1.40721624829984	0.159363274996626	0.446816703416675	chr7	6703891	6730431	-	NA	Peg3
ENSMUSG00000044197.8	38.8982999306444	-0.351657502548354	0.250247436734444	-1.40523917901914	0.159950167386674	0.44819638987429	chr5	139377696	139396415	+	NA	Gpr146
ENSMUSG00000041483.14	22.8429847514371	0.464325750340954	0.330857574586417	1.40340069566603	0.160497385674862	0.448642571237789	chr1	136624900	136630053	+	NA	Zfp281
ENSMUSG00000054364.4	16.0117392735357	0.564019751172273	0.401805384756116	1.40371376932795	0.160404100546122	0.448642571237789	chr12	8497762	8499985	-	NA	Rhob
ENSMUSG00000026596.13	8.53469153277967	0.778368151581899	0.55640587613224	1.39892151569748	0.16183651978348	0.450647082742687	chr1	156558785	156649568	+	NA	Abl2
ENSMUSG00000031365.13	10.1322223924502	-0.706363762181785	0.506098597999263	-1.39570385093779	0.162803694188796	0.452718248609967	chrX	73342620	73359080	+	NA	Zfp275
ENSMUSG00000067722.3	19.0245841648778	-0.507827905585669	0.364416837608466	-1.39353578972464	0.163457830140977	0.453362538418605	chr17	25184560	25187661	+	NA	BC003965
ENSMUSG00000070697.4	21.9855099906047	-0.463571944348644	0.335335804403845	-1.3824111182305	0.166845504205562	0.459733489439661	chr5	88554461	88556090	+	NA	Utp3
ENSMUSG00000056493.9	16.3335219497599	0.54890631482725	0.397479339734661	1.38096816602763	0.167288748923146	0.46039243951955	chr5	142401496	142462011	+	NA	Foxk1
ENSMUSG00000032440.12	16.0081620940862	0.563433383534241	0.408154410218465	1.38044173829376	0.167450676574665	0.46064732296238	chr9	116087697	116175363	-	NA	Tgfbr2
ENSMUSG00000051652.4	76.1800620141335	0.241629387112893	0.175799050270889	1.37446355222377	0.169297818017119	0.463617380305497	chr10	77897574	77902536	-	NA	Lrrc3
ENSMUSG00000018841.17	9.33829933549998	0.746204297738033	0.543112618894621	1.3739402690675	0.169460226707293	0.463792920274241	chr11	82876433	82890614	-	NA	Rad51d
ENSMUSG00000053334.6	8.31841831659369	-0.76560802221411	0.558298702278026	-1.37132330612663	0.170274193548041	0.464737354380925	chr5	113735802	113740600	+	NA	Ficd
ENSMUSG00000025085.16	22.9714957593656	-0.451633897317438	0.330361312248665	-1.36709075963922	0.171596859247156	0.466695025267256	chr19	57032732	57314919	-	NA	Ablim1
ENSMUSG00000028857.16	9.47346813456771	-0.744279000500686	0.545878346608491	-1.36345214116817	0.172740057850588	0.46805122586735	chr4	133266044	133277792	-	NA	Tmem222
ENSMUSG00000033933.13	10.4551284115256	-0.68848037147453	0.505629732349736	-1.36162952339662	0.173314833097105	0.468977500790841	chr6	113623958	113631633	+	NA	Vhl
ENSMUSG00000020721.16	10.8130584091069	0.660609047815148	0.487875951155704	1.35405126292916	0.1757200235317	0.472803063035676	chr11	107547929	107693826	+	NA	Helz
ENSMUSG00000022897.14	20.4120449511212	0.471484739051521	0.348227834710492	1.35395477344165	0.175750807086914	0.472803063035676	chr16	94570009	94695517	+	NA	Dyrk1a
ENSMUSG00000069895.3	15.8453657843548	0.540963959558077	0.399771322132139	1.35318350669303	0.17599701300488	0.473107167374665	chr8	109726450	109737739	-	NA	Atxn1l
ENSMUSG00000037885.18	10.4783997648732	0.688372216620174	0.509716156779486	1.35050107292945	0.176855309743868	0.47365908682264	chr2	129800516	129832287	+	NA	Stk35
ENSMUSG00000020170.3	18.1259486271966	0.501639541691574	0.374716736764594	1.33871666908414	0.180662927618065	0.479693605745938	chr10	117070128	117148474	-	NA	Frs2
ENSMUSG00000058325.6	11.9494905339905	0.619077704624097	0.46348046391932	1.33571477725081	0.181642517482263	0.480624209247068	chr7	134670653	135173639	+	NA	Dock1
ENSMUSG00000049791.4	27.2476676466887	0.411433807679559	0.30832748476366	1.33440522824273	0.18207108752547	0.480959787155352	chr7	89404354	89413134	+	NA	Fzd4
ENSMUSG00000048100.13	12.7565548613208	-0.595570061678007	0.446893264099978	-1.33268972598515	0.182633646225494	0.481791725289915	chr3	108571697	108583222	+	NA	Taf13
ENSMUSG00000050148.9	13.4190420026981	-0.574632019329432	0.43161254176439	-1.33136080101007	0.183070320983871	0.482525099135504	chrX	153498226	153501570	+	NA	Ubqln2
ENSMUSG00000048949.8	14.7080525135202	0.564778861140451	0.424811730358181	1.32948038102492	0.183689534229479	0.483657680639136	chrX	103163109	103165407	-	NA	Gm6206
ENSMUSG00000049657.9	9.63019450610638	-0.682809504387267	0.513860165783568	-1.32878465748765	0.183919025364363	0.484078223815611	chr4	44991241	45012412	-	NA	Zbtb5
ENSMUSG00000028403.15	9.62867521403915	-0.683153940372838	0.515150323353239	-1.32612542282032	0.184798156497866	0.4852875131651	chr4	82798737	82859958	-	NA	Zdhhc21
ENSMUSG00000015120.15	13.4201109186968	-0.575296356449559	0.434615106883038	-1.32369157753272	0.185605496806538	0.486315651837723	chr17	25261915	25274622	-	NA	Ube2i
ENSMUSG00000038495.14	27.899204539395	0.397527501236122	0.300544357632256	1.32269161320451	0.185937953725996	0.486887172069761	chr3	96104526	96161129	+	NA	Otud7b
ENSMUSG00000055900.14	9.18681507107694	0.707035320876273	0.53583278217722	1.31950739931106	0.186999538066222	0.488479968035937	chr4	116551632	116555936	-	NA	Tmem69
ENSMUSG00000031959.14	9.30447485241472	-0.702099623210211	0.532394106948657	-1.31875919369994	0.187249630393557	0.488700123098025	chr8	111448783	111522107	-	NA	Wdr59
ENSMUSG00000028709.3	9.30083406855781	-0.701806319105231	0.532664008314043	-1.31754034091124	0.187657568166994	0.488910329681789	chr4	115828091	115836185	+	NA	Mob3c
ENSMUSG00000041235.11	17.8073821530018	0.51426585179595	0.390825922718554	1.31584376035949	0.188226488164022	0.489840725762185	chr4	8690405	8867659	+	NA	Chd7
ENSMUSG00000096188.1	45.3573779078979	0.469129198152499	0.357041551601512	1.31393445958381	0.188868261023914	0.49086058403335	chr8	104348190	104395807	-	NA	Cmtm4
ENSMUSG00000056234.14	10.325388703545	0.653646171723722	0.497716854060821	1.31328920527945	0.189085514582948	0.490971294976233	chr14	32159864	32179855	+	NA	Ncoa4
ENSMUSG00000058291.14	13.4201617373856	-0.574759013469048	0.438059875529581	-1.31205582975206	0.189501297855409	0.491866818002553	chr5	138603651	138619761	-	NA	Zfp68
ENSMUSG00000097290.8	14.7341878743284	-0.539139997678527	0.411524406420735	-1.31010455094933	0.190160469103669	0.492472316028837	chr16	21794317	21809040	+	NA	1300002E11Rik
ENSMUSG00000035561.5	18.4632379398474	0.489243713901749	0.374838027399798	1.3052136606725	0.191820103830529	0.495844962882345	chr4	45799021	45804604	+	NA	Aldh1b1
ENSMUSG00000055320.17	12.2773179191555	0.597300988484957	0.457828333913257	1.30463963070954	0.192015586841828	0.496165415831883	chr7	112679317	112906807	+	NA	Tead1
ENSMUSG00000054766.13	24.7533125353434	-0.411520785629247	0.316267912263625	-1.30117779791148	0.193197603008189	0.497511987081664	chr2	30057377	30072577	+	NA	Set
ENSMUSG00000038013.14	10.2825728896416	-0.649583770164238	0.501487689796838	-1.29531349099994	0.195212107094979	0.501222911253689	chr11	98863637	98905040	+	NA	Wipf2
ENSMUSG00000051065.8	14.5594413866423	0.53952168394124	0.416808818853633	1.29441043360145	0.195523688624271	0.501257064310625	chr16	28826175	28929698	-	NA	Mb21d2
ENSMUSG00000074212.7	20.5033659390136	-0.461224137192774	0.357352790293355	-1.29066891240488	0.196818508898554	0.502841658826272	chr3	137867674	137916557	+	NA	Dnajb14
ENSMUSG00000037703.14	15.0583447847211	-0.530703486393947	0.413158613540033	-1.28450301894172	0.198966007945747	0.505835897078635	chr2	130632838	130642803	-	NA	Lzts3
ENSMUSG00000058318.15	14.4063990691232	-0.548035756215177	0.429963569034112	-1.27460974762654	0.202447405600733	0.511693925440548	chr2	92093116	92364666	+	NA	Phf21a
ENSMUSG00000078866.10	19.1600667698891	-0.479052106511202	0.376802201258035	-1.27136228215171	0.203599794465066	0.512155660287271	chr2	177464732	177478129	+	NA	Gm14420
